"","Point.d.�.chantillonnage","date","X.OD","O2..mg.L.","Conductivit�...µs.cm2.","pH","Temp�.rature..oC.","Signe.COLI","COLI","M�.U.0089.T�.U.0089.O","Ag..µg.L.","Al..µg.L.","As..µg.L.","Ba..µg.L.","Be..µg.L.","Ca..µg.L.","Cd..µg.L.","Co..µg.L.","COT..µg.L.","Cr..µg.L.","Cu..µg.L.","Fe..µg.L.","K..µg.L.","Mg..µg.L.","Mn..µg.L.","Mo..µg.L.","Na..µg.L.","NH3..µg.L.","Ni..µg.L.","Ptot..µg.L.","Pb..µg.L.","MES...mg.L.","Sb..µg.L.","Se..µg.L.","Sn2.ug.L","U..µg.L.","V..µg.L.","Zn..µg.L."
"759","BOU-2.1","2012-07-23",19,1.3,1219,7.9,22.3,"=",520,1,0.1,121.5,0.8,61.5,0.1,84220,0.1,0.3,7.7,0.5,1.46,586.4,6660,23960,69.3,7.5,NA,56.2,2.3,38,0.6,5.8,0.5,0.5,1,2.6,1,9.8
"760","BOU-2.1","2012-09-05",59,5.24,563,8.1,20.6,"=",3100,0,0.1,518,0.6,46,0.1,56700,0.115,0.6,11.3,1.9,9.56,954,6292,10670,64.6,3.7,43920,56.6,5.4,83,1.8,23.2,0.514,0.5,1,0.9,2.5,25.6
"761","BOU-2.1","2012-10-03",84,8.3,1109,7.8,14.7,"=",470,-2,0.1,349,0.5,64.4,0.1,95160,0.1,0.6,4,1,3.56,857.8,8190,27540,62.5,8.4,87340,130.9,4.5,51,1.5,22.2,0.5,0.5,1,2.3,1.7,14.1
"762","BOU-2.1","2012-10-30",72,7.64,904,8.2,12.2,"=",510,0,0.1,1267.2,0.7,63.1,0.1,77500,0.1,0.9,9.7,3.3,5.998,1717.2,6740,18672,80,2.9,76940,99.4,4.2,101,2.6,40.8,0.5,0.5,1,1.2,4.6,24.1
"763","BOU-2.1","2012-11-20",88,11.39,721,7.1,4.3,"<",10,1,0.1,513.2,0.4,44,0.1,55860,0.114,0.6,5,1.8,5.672,1009.4,3638,14144,52.5,1.7,59820,297.7,3.5,47,1.9,24.6,0.5,0.5,1,0.9,1.6,18.5
"764","BOU-2.9","2012-05-29",79,8.11,757,7.2,14.2,"=",2000,0,0.1,2422.5,2,59.8,0.135,51940,0.387,2.5,12.2,6.9,16.774,3998,4252,9072,125.1,2.4,94800,753.1,8.3,335,10.1,134.3,0.7,0.7,1,0.6,6.9,79.3
"765","BOU-2.9","2012-06-19",50,5.8,1539,7.8,19.1,"=",1200,1,0.1,80.2,1,90.4,0.1,107074,0.1,0.4,121.3,0.4,2.03,1239,9554,28280,167.8,4.7,154844,272,2.7,51,0.4,6.2,0.5,0.5,1,1.6,1,12.1
"766","BOU-2.9","2012-07-23",43,3.7,1811,7.8,21.4,"=",210,1,0.1,62.5,0.8,85.3,0.1,117504,0.1,0.7,13.4,0.3,2.55,737,10912,36800,124.6,16.9,180886,121.4,5,35,0.4,4.2,0.5,0.5,1,6.2,1,11.3
"767","BOU-2.9","2012-09-05",67,6.02,666,8.1,20.8,"=",5100,0,0.1,319,0.6,47.8,0.1,65080,0.125,0.6,12.6,1.4,5.462,717.4,7062,11998,57.8,5,54700,58.4,3.2,71,1.2,14.4,0.549,0.5,1,1.3,1.9,22.6
"768","BOU-2.9","2012-10-03",91,9.2,1427,7.7,14.9,"=",200,-2,0.1,111.1,0.5,79.6,0.1,124092,0.1,0.6,5.9,0.7,2.962,522.2,12010,36460,59.4,14,127472,154.2,6.4,27,0.4,6.4,0.5,0.5,1,3.7,1.2,10.8
"769","BOU-2.9","2012-10-30",70,7.39,1557,8.2,12.7,"=",90,1,0.1,273.4,0.6,107.4,0.1,142520,0.1,0.5,14.5,1,2.814,758.4,11608,34640,114.4,5.8,154444,149.9,3.9,35,0.6,10.2,0.5,0.5,1,3.2,1.2,10.7
"770","BOU-2.9","2012-11-20",96,12.3,1628,7.2,4.7,"<",10,1,0.1,189.7,0.4,95.4,0.1,122530,0.1,0.5,6.5,0.9,2.988,576.2,8764,31740,116.9,4.3,154514,300.5,4.5,26,0.5,9,0.5,0.5,1,2.8,0.7,11.3
"771","BOU-2.9P3","2012-05-29",92,9.39,220,7.8,14.5,"=",820,0,0.1,1304.4,1,33.4,0.1,25700,0.389,1.2,7.3,4.2,15.028,2108,2034,4662,67.4,1.1,16468,662.8,4.7,131,7.3,73.5,0.726,0.5,1,0.2,4.1,76.5
"772","BOU-2.9P3","2012-06-19",129,NA,678,8.7,20.3,"=",27,1,0.1,73.8,0.5,39.6,0.1,53540,0.1,0.2,4.3,0.3,3.126,168,2676,15124,6.9,1.8,51940,20,2,12,0.3,2.2,0.5,0.5,1,0.5,0.7,15.3
"773","BOU-2.9P3","2012-07-23",125,9.2,679,8.8,28,"=",54,1,0.1,107,0.6,37.8,0.1,50880,0.1,0.1,3,0.4,2.482,257,3384,14948,9.5,2.3,51540,20,1.2,20,0.7,4.8,0.5,0.5,1,0.5,1.3,9.4
"774","BOU-2.9P3","2012-09-05",81,7.16,421,8.4,21.3,"=",4400,0,1.1,4237.2,1.5,79.3,0.215,62980,0.786,3.3,5.7,10.7,33.08,7150,4900,11500,165.9,1.9,23740,62.5,12.5,332,14.5,208.7,0.6,0.5,1.1,0.5,9.7,95.2
"775","BOU-2.9P3","2012-10-03",128,12.5,685,8.2,16.3,"=",220,-2,0.1,155.5,0.5,42.5,0.1,66220,0.1,0.3,3.3,0.9,4.07,377,4424,17306,25.4,2.8,46980,41.4,2.4,33,1.1,12.2,0.5,0.5,1,0.6,1.1,12.9
"776","BOU-2.9P3","2012-10-30",101,10.54,542,8.5,13.2,"=",81,1,0.1,322.8,0.4,34.1,0.1,46500,0.1,0.3,2.9,1.1,3.394,597.8,2608,12350,26.2,1.2,41160,39.3,1.9,29,1.5,14.4,0.5,0.5,1,0.4,1.2,11.8
"777","BOU-2.9P3","2012-11-20",100,12.58,437,7.5,5,"<",10,1,0.1,242,0.3,25.5,0.1,33660,0.1,0.3,4,1.2,4.21,483,1902,8638,20,1,27880,197.3,2,21,1,9.8,0.5,0.5,1,0.3,1,12.1
"778","BOU-4.3","2012-05-29",78,8.05,747,7.3,14,"=",2800,0,0.1,2574.5,1.5,54.7,0.134,46800,0.265,2.5,9.7,7.2,16.014,3928,4084,8462,119.9,2.1,95440,790.4,7.7,333,10.4,130,0.774,0.5,1,0.6,7.4,70.9
"779","BOU-4.3","2012-06-19",50,7.8,1664,8.1,20.3,"=",730,1,0.1,271.6,1.1,79.9,0.1,83120,0.1,0.6,9.6,0.8,2.972,1064.4,7968,26140,141.9,3.3,NA,161.2,4,58,0.8,15.2,0.5,0.5,1,1.3,1.6,12.2
"780","BOU-4.3","2012-07-23",72,6.3,2013,7.9,21.5,"=",210,1,0.1,171.7,0.9,89.5,0.1,96420,0.1,0.5,7.3,0.6,2.774,879.4,7822,26020,180.7,4.3,NA,59.5,3.2,38,0.5,10.4,0.5,0.5,1,1.5,1.2,10.8
"781","BOU-4.3","2012-09-05",56,4.9,577,8,21,"=",4800,0,0.1,199.4,0.4,34.4,0.1,45220,0.1,0.3,12.8,1.1,5.13,431.8,4630,7018,38.2,2.4,55260,20.7,2.1,59,0.8,7.6,0.525,0.5,1,0.4,1.7,15.2
"782","BOU-4.3","2012-10-03",71,7.23,1235,7.9,10.2,"=",440,-2,0.1,222.4,0.6,74.6,0.1,97560,0.1,0.5,6.5,0.7,3.388,655.8,9360,19584,83.6,6.8,NA,118.4,4.1,42,0.6,12.6,0.5,0.5,1,2.2,1.6,8.8
"783","BOU-4.3","2012-10-30",77,8.25,1824,8.3,12,"=",140,1,0.1,1381.4,0.9,128.3,0.1,152348,0.1,1.4,9.1,3,5.072,2246,11576,36300,211.2,5.3,194898,314.3,6.4,104,3.6,65.6,0.5,0.5,1,3.9,3.8,24.2
"784","BOU-4.3","2012-11-20",78,10.65,1943,7.1,2.1,"=",140,1,0.1,522.2,0.5,108.9,0.1,131064,0.1,0.9,7.1,1.5,3.75,1147.6,8660,33240,195.2,4.1,199052,479.9,6.9,51,1.2,27.4,0.5,0.5,1,3.1,1.6,13.2
"785","BRU-1","2012-05-23",95,8.5,452,8.5,20.8,"=",180,-1,0.1,128,0.4,36.6,0.1,45880,0.1,0.1,5.8,0.7,1.153,285.6,3056,12674,16.6,1,22020,20,1.1,42,0.3,13.8,0.5,0.5,1,0.4,0.5,7.2
"786","BRU-1","2012-06-12",115,9.73,581,8.5,23.9,"=",72,1,0.1,114.9,0.4,46.1,0.1,56740,0.1,0.1,5.4,0.3,1.057,338.4,3428,16908,15.4,1,31840,20,1,30,0.4,9.8,0.5,0.5,1,0.4,0.7,9.9
"787","BRU-1","2012-07-10",101,8.4,835,8.2,23.9,"=",180,1,0.1,117.8,0.4,59.6,0.1,68760,0.1,0.2,6,0.3,1.796,316.2,3876,25420,29.6,1,56240,20,1.3,29,0.3,11.2,0.5,0.5,1,0.4,0.6,5.7
"788","BRU-1","2012-08-07",106,8.85,932,8.3,24.5,"=",1000,-2,0.1,41.9,0.3,61.7,0.1,64360,0.1,0.1,5.5,0.3,0.541,184,4256,28100,20,1,66180,20,0.8,22,0.2,7.1,0.5,0.5,1,0.3,0.5,3
"789","BRU-1","2012-09-17",92,8.65,1143,8.6,18.2,"=",440,1,0.1,55,0.3,67.2,0.1,73240,0.1,0.1,5.6,0.6,0.653,192.2,5072,35560,16.6,1,88440,20,1,21,0.2,5.8,0.5,0.5,1,0.3,0.5,3
"790","BRU-1","2012-10-15",126,13.9,1153,9,10.7,"=",63,0,0.1,18.2,0.4,60.2,0.1,74680,0.1,0.1,4.7,0.4,0.53,112.7,4830,36980,6.2,1.3,92420,20,0.9,10,0.2,1.9,0.5,0.5,1,0.4,0.2,4.5
"791","BRU-1","2012-11-13",107,13.32,1201,8.6,6.1,"=",150,0,0.1,10.5,0.2,65.1,0.1,76700,0.1,0.1,4.4,0.4,0.63,93.9,5144,39540,7.6,1.3,99760,31.3,0.9,12,0.2,1.4,0.5,0.5,1,0.4,0.2,3
"792","CEN-1","2012-05-23",126,11.3,1074,8.1,22.2,"=",1000,-1,0.1,114.1,0.5,42.2,0.1,69680,0.1,0.2,4.2,0.9,1.889,177.7,3008,19864,8.3,1.5,NA,20,2,45,0.5,6.9,0.5,0.5,1,1,0.8,9.2
"793","CEN-1","2012-06-12",130,11.48,950,8.3,25.3,"=",18,0,0.1,147,0.6,42.7,0.1,57360,0.1,0.2,4.1,0.3,1.136,210.4,3026,17674,10.6,1.4,92400,40.6,1.8,45,0.4,8.8,0.599,0.5,1,0.9,1.1,12.6
"794","CEN-1","2012-07-10",114,9.3,891,8.3,25.5,"=",66,1,0.1,122.4,1.2,44.4,0.1,57780,0.1,0.2,5.2,0.5,1.507,221.4,3012,17826,24.6,1.9,84860,20,2.1,53,0.4,10.4,0.887,0.7,1,0.8,1,7.9
"795","CEN-1","2012-08-07",130,11.11,762,8.3,25.1,"=",240,-2,0.1,89.7,0.6,46.3,0.1,54400,0.1,0.2,4.4,0.4,1.06,194.3,2840,14710,22.5,1.2,64520,20,1.7,58,0.4,13.8,0.536,0.5,1,0.6,1,7.5
"796","CEN-1","2012-09-17",117,10.38,748,8.3,21.1,"=",72,1,0.1,181.8,0.9,48,0.1,57120,0.1,0.2,5.1,0.5,1.409,327.2,2970,14712,23.6,1.6,61440,20,2,78,0.7,19.6,0.594,0.5,1,0.7,1.6,3.4
"797","CEN-1","2012-10-15",113,12.2,791,8.1,11.7,"=",640,0,0.1,143.9,0.6,43.7,0.1,67340,0.1,0.2,3.9,0.5,2.166,256.6,3004,14762,15.1,1.5,66580,68,2.1,72,0.7,17.8,0.518,0.5,1,0.8,0.9,9.6
"798","CEN-1","2012-11-13",118,14.75,890,8.2,6,"=",36,0,0.1,73.1,0.4,48.9,0.1,78440,0.1,0.2,3.5,0.6,1.184,149,3170,17330,11.5,1.7,71920,80.6,2.1,57,0.5,10.8,0.556,0.5,1,1,0.7,3
"799","CGO-0.0","2012-05-16",88,7.76,716,8.1,21.4,"<",10,1,0.1,23.7,0.6,36.6,0.1,72140,0.1,0.3,8.1,0.7,1.17,1218.4,2454,24620,154.8,1.1,47220,20,1.5,141,0.4,3.4,0.5,0.5,1,1.3,0.5,10.1
"800","CGO-0.0","2012-06-26",72,7,594,7.6,16.9,"=",27,-1,0.1,82.3,0.8,26.7,0.1,60600,0.1,0.2,15.5,0.7,1.663,585,2012,20080,84.4,1,36820,45.3,1.4,147,0.6,0.5,0.5,0.5,1,0.3,0.9,20
"801","CGO-0.0","2012-07-16",58,5,767,7.6,21.9,"=",98,0,0.1,113.2,1.1,50.3,0.1,71180,0.1,0.9,20.8,0.7,1.08,2208,10428,25040,3326.2,1,50280,227.2,1.5,498,0.9,8.6,0.5,0.5,1,0.4,0.7,11.8
"802","CGO-0.0","2012-10-23",74,8.29,691,7.9,9.8,"<",10,1,0.1,36,0.3,31.9,0.1,62880,0.1,0.2,9.4,0.3,1.561,450.6,5778,19670,49.7,1.1,48700,20,1.7,60,0.4,1.8,0.5,0.5,1,1.7,0.4,4.3
"803","CGO-0.0","2012-11-06",85,11.04,795,8,4,"=",18,1,0.1,31.5,0.3,32.1,0.1,73760,0.1,0.2,9.4,0.6,0.956,577.4,6362,23340,51.4,1,56640,20,1.7,108,0.3,5.8,0.5,0.5,1,2.1,0.3,3.6
"804","CLA-0.0","2012-05-29",107,9.44,244,8.5,21.6,"=",27,0,0.1,70.8,0.7,23.1,0.1,25860,0.1,0.1,3.9,0.5,1.905,130.3,1261.4,6294,14.4,1.2,10334,20,0.7,18,0.3,1.5,0.5,0.5,1,0.3,0.5,7.2
"805","CLA-0.0","2012-06-19",124,10.4,240,8.8,24.3,"=",9,1,0.1,60.7,0.8,21.4,0.1,24700,0.1,0.1,8.2,0.3,2.356,94.7,1200.4,6384,14.9,1,10702,20,0.6,20,0.2,2.1,0.5,0.5,1,0.3,0.6,7.4
"806","CLA-0.0","2012-07-23",127,9.9,237,9.3,27.8,"=",27,1,0.1,27.8,0.9,17.7,0.1,18802,0.1,0.1,4.2,0.3,2.706,64,1120.8,6862,15.6,1,12770,20,0.5,24,0.2,1.4,0.5,0.5,1,0.2,0.8,6.2
"807","CLA-0.0","2012-09-05",105,8.84,238,8.7,23.8,"<",10,0,0.1,19,0.8,21.6,0.1,20980,0.1,0.1,4.8,0.4,2.722,55.4,1551.8,6896,15.1,1,12584,20,0.5,22,0.2,12.8,0.5,0.5,1,0.2,0.5,3
"808","CLA-0.0","2012-10-03",112,11.1,225,8.6,15.5,"<",10,-2,0.1,29.8,0.8,24,0.1,26500,0.1,0.1,4.2,0.4,3.672,76.2,1654,5952,12.8,1,10902,20,0.6,27,0.2,1.6,0.5,0.5,1,0.2,0.6,3.4
"809","CLA-0.0","2012-10-30",119,12.85,164,8.6,11.8,"<",10,0,0.1,96.2,0.5,18.9,0.1,17118,0.1,0.1,5.2,0.5,1.464,130.2,1318.6,3766,10.6,1,8072,20,0.6,22,0.3,2,0.5,0.5,1,0.1,0.4,3
"810","CLA-0.0","2012-11-20",109,14.11,154,7.9,4.5,"<",10,1,0.1,140,0.6,16,0.1,14958,0.1,0.1,5.5,0.7,1.52,187.2,1207.4,3482,6.2,1,7510,20,0.6,27,0.4,3.4,0.5,0.6,1,0.2,0.5,3
"811","CLA-1.8","2012-05-29",106,9.23,242,8.4,22,"=",45,0,0.1,80.7,0.6,21.7,0.1,25200,0.1,0.1,3.7,0.6,1.366,124,1277.2,6208,11.8,1,10038,20,0.6,11,0.3,1.3,0.5,0.5,1,0.3,0.5,8.3
"812","CLA-1.8","2012-06-19",110,9.5,253,8.4,22.8,"<",10,1,0.1,116.2,1.6,23,0.1,25500,0.1,0.1,3.9,0.4,1.466,137.7,1287,6510,13.9,1.3,10466,78.5,0.7,13,0.2,2.1,0.5,1.1,1,0.3,0.6,7.6
"813","CLA-1.8","2012-07-23",113,9.2,275,8.7,26.5,"=",63,1,0.1,64.3,0.8,24,0.1,28360,0.1,0.1,3.4,0.3,1.432,92.2,1435,7346,13.5,1,11728,20,0.6,15,0.3,2.7,0.5,0.5,1,0.3,0.7,7.8
"814","CLA-1.8","2012-09-05",104,8.87,233,8.5,23.4,"=",45,0,0.1,52.5,0.8,19.7,0.1,23300,0.1,0.1,3.8,0.5,1.156,70.5,1372.8,6656,9.6,1,10904,20,0.5,24,0.2,3.8,0.5,0.5,1,0.3,0.6,3
"815","CLA-1.8","2012-10-03",110,10.9,168,8.5,15.8,"<",10,-2,0.1,132.7,0.6,18.7,0.1,16948,0.1,0.1,4.6,0.4,1.47,167.6,1270.4,4324,11.7,1,8258,42.8,0.6,20,0.3,2.4,0.5,0.5,1,0.2,0.8,3
"816","CLA-1.8","2012-11-20",103,13.44,121,7.5,4.1,"=",18,1,0.1,191,0.5,14.9,0.1,11718,0.1,0.1,6,0.8,1.54,279.2,919.4,2720,16.5,1,6144,20,0.7,20,0.6,3.2,0.5,0.5,1,0.1,0.6,5.7
"817","CLA-11.2","2012-05-29",105,9.53,252,8.7,19.9,"=",45,0,0.1,61.7,0.6,23.5,0.1,26420,0.1,0.1,3.6,0.5,1.409,115.1,1317.6,6368,12.6,1,10784,20,0.6,13,0.5,1.4,0.5,0.5,1,0.3,0.6,8.5
"818","CLA-11.2","2012-06-19",114,9.7,244,8.7,23.7,"=",9,1,0.1,69,0.8,22.2,0.1,25120,0.1,0.1,11.3,0.4,1.633,93.7,1289.4,6252,14.3,1,10732,20,0.6,13,0.6,2.5,0.5,0.5,1,0.3,0.7,7.8
"819","CLA-11.2","2012-07-23",112,8.9,279,8.7,26.3,"=",36,0,0.1,31.3,0.8,24.2,0.1,27440,0.1,0.1,3.3,0.3,1.463,51.9,1393.2,7190,10.2,1.1,12262,20,0.6,13,0.2,1.5,0.5,0.5,1,0.3,0.7,7.1
"820","CLA-11.2","2012-09-05",112,9.68,242,8.7,23.1,"=",36,0,0.1,35.1,0.8,20,0.1,23120,0.1,0.1,3.8,0.3,1.234,63.6,1358.8,6764,10.1,1,11412,20,0.5,16,0.3,2.2,0.5,0.5,1,0.3,0.6,3
"821","CLA-11.2","2012-10-03",116,11.4,186,8.3,16,"=",18,-2,0.1,52.2,0.6,18.5,0.1,19070,0.1,0.1,4.2,0.4,1.243,84.1,1245.8,4866,6.6,1,8812,20,0.5,14,0.2,0.7,0.5,0.5,1,0.2,0.7,4.5
"822","CLA-6.6","2012-05-29",106,9.31,242,8.8,21.5,"<",10,0,0.1,75.4,0.6,21.9,0.1,25300,0.1,0.1,3.9,0.5,1.39,116,1239.2,6072,11.5,1,10530,20,0.6,12,0.3,1.5,0.5,0.5,1,0.3,0.6,8.3
"823","CLA-6.6","2012-06-19",115,9.8,245,8.8,23.5,"=",18,1,0.1,99.9,0.7,22.4,0.1,25000,0.1,0.1,8.5,0.3,1.325,117.5,1272.8,6282,16.1,1,10294,20,0.7,16,0.4,3.1,0.5,0.5,1,0.3,0.6,7.4
"824","CLA-6.6","2012-07-23",96,7.6,286,8.7,26.5,"<",10,1,0.1,58.7,0.8,25,0.1,29520,0.1,0.1,3.4,0.4,1.588,86,1499,7610,14.7,1.1,12594,20,0.7,13,0.4,2.5,0.5,0.5,1,0.3,0.7,9.2
"825","CLA-6.6","2012-09-05",104,8.93,233,8.5,23.2,"<",10,0,0.1,35.8,0.8,20.3,0.1,25080,0.1,0.1,3.9,0.3,1.127,51.1,1340.6,6530,6.5,1,10886,20,0.5,17,0.2,1.6,0.5,0.5,1,0.2,0.5,3
"826","CLA-6.6","2012-10-03",109,10.6,162,8.4,16.3,"<",10,-2,0.1,104.9,0.6,18.2,0.1,16636,0.1,0.1,4.8,0.5,1.755,143.4,1232.6,4160,14.2,1,7876,30.3,0.6,18,0.4,1.1,0.5,0.5,1,0.1,0.6,4.5
"827","CLA-6.6","2012-10-30",112,11.7,204,8.4,13.4,"<",10,0,0.1,237.8,0.5,23.8,0.1,19842,0.1,0.1,5.4,0.8,1.918,367.4,1552.8,4394,51.1,1,11470,20,0.8,42,1.6,3.6,0.5,0.5,1,0.2,0.9,12.1
"828","CON-0.0","2012-05-22",101,9.7,774,8,17.2,"=",31000,0,0.1,350,1,65,0.1,89360,0.1,0.4,4.7,1,1.732,563.8,3690,34160,40.5,5.5,23460,31.2,3.9,44,0.4,13.6,0.5,0.5,1,1.8,1.1,8.1
"829","CON-0.0","2012-06-04",88,8.57,757,8.2,16.3,"=",110,-2,0.1,377.4,1.2,64.2,0.1,82380,0.1,0.4,3.8,1,0.937,595.6,3978,35420,51.1,4.5,23720,28.3,3.1,35,0.4,12.3,0.5,0.5,1,1.8,1.3,6.8
"830","CON-0.0","2012-07-03",100,8.48,787,8,23.3,"=",18,1,0.1,187.3,1.3,62.6,0.1,75080,0.1,0.2,4.6,0.4,1.571,353.4,4774,39300,21.6,4.6,26960,20,2.8,28,0.4,14.6,0.5,0.5,1,1.7,0.9,9.5
"831","CON-0.0","2012-07-30",95,8.14,845,8,22.9,"=",63,1,0.1,93.8,1,64.5,0.1,74700,0.1,0.1,3.7,0.3,0.5,213.4,5064,34480,14.8,4.1,35780,20,2.1,25,0.2,4.8,0.5,0.5,1,1.3,0.9,4.3
"832","CON-0.0","2012-09-11",76,7.12,820,8.2,17.9,"=",36,1,0.1,129.5,1.1,68.2,0.1,67060,0.1,0.2,3.6,0.3,0.5,298.8,5552,36580,26.1,4.2,43660,20,2.1,24,0.2,6.5,0.5,0.5,1,1.1,1,3
"833","CON-0.0","2012-10-10",84,8.8,834,8.1,13.2,"<",10,1,0.1,1575.8,1.5,91.4,0.1,80580,0.1,1,3.5,2.7,4.012,2138,6110,38640,114.5,3.4,58720,20,4.3,73,1.4,52.6,0.5,0.5,1,1.1,3.3,12.7
"834","CON-0.0","2012-10-31",99,10.58,935,8,12.5,"<",10,-1,0.1,126.2,0.7,70.5,0.1,91740,0.1,0.2,3.5,0.5,0.748,264.6,5682,35700,21.3,3.8,54020,20,2.2,25,0.2,13.6,0.5,0.5,1,1.3,0.5,3
"835","CPI-0.0","2012-05-22",96,9.2,484,8.4,17.1,"=",29000,0,0.1,1035.6,0.5,38.3,0.1,49040,0.1,0.8,4.7,4.9,9.946,1343.8,2234,12516,49.6,1.1,29960,161.2,3.1,141,2.4,48.9,0.526,0.5,1,0.4,3.3,36.5
"836","CPI-0.0","2012-06-04",77,8.14,1254,8,12.5,"=",46000,-2,0.1,76.7,0.3,61,0.1,133648,0.1,0.1,2.8,0.8,2.992,128.7,3224,37520,14.4,1.4,84020,105.1,3,56,0.2,2.5,0.5,0.5,1,1.2,0.7,10.3
"837","CPI-0.0","2012-07-03",76,7.36,1395,7.9,17.2,"=",3200,1,0.1,124.6,0.3,66.6,0.1,139084,0.1,0.2,2.1,0.3,3.79,176,3420,39460,17.7,1.3,94080,72.9,3.2,92,0.2,3.9,0.5,0.5,1,1.3,1,13.2
"838","CPI-0.0","2012-07-30",89,8.32,1289,8.1,18.6,"=",2800,1,0.1,74.6,0.2,63.7,0.1,133328,0.1,0.1,1.6,0.3,2.522,130.1,3302,36000,9.2,1.1,79740,20,2.9,53,0.2,4.3,0.5,0.5,1,1.3,0.9,8.9
"839","CPI-0.0","2012-09-11",69,7.19,1129,8.1,12.8,"=",640,1,0.1,77,0.3,64.7,0.1,117818,0.1,0.2,2.5,0.4,2.27,120.6,3752,31180,12.8,1.2,71720,106.2,2.8,91,0.2,3,0.5,0.5,1,1.1,1.2,6.1
"840","CPI-0.0","2012-10-10",82,8.48,1217,8.2,13.2,"=",7000,1,0.1,40.3,0.3,69.4,0.1,133552,0.1,0.1,2.4,0.4,9.712,87.5,4028,37460,11.1,1.2,87520,51,4.9,57,0.2,1.5,0.5,0.5,1,1.2,0.6,10.5
"841","CPI-0.0","2012-10-31",57,5.91,702,8,13.8,"=",8000,-1,0.1,84.2,0.3,40.9,0.1,74440,0.1,0.2,5.2,0.8,9.706,113.7,3296,18756,31.2,1,43740,125,2.7,60,0.5,3.2,0.5,0.5,1,0.7,1,10.7
"842","DEN-0.0","2012-05-23",104,9.8,1259,8.4,17.6,"=",820,-1,0.1,335,0.5,50.4,0.1,83940,0.1,0.4,8.2,1.4,4.006,582,5244,19568,35.7,3.1,NA,48.2,2.3,53,0.7,9.4,0.5,0.5,1,1,1.7,15.9
"843","DEN-0.0","2012-06-12",122,10.54,865,8.8,22.8,"=",240,1,0.1,400.2,0.7,50.5,0.1,64660,0.1,0.3,6.1,1.3,2.99,576.8,3080,16552,31.6,4.8,84040,20,1.7,72,1,19.4,0.5,0.5,1,0.6,1.5,19.9
"844","DEN-0.0","2012-07-10",91,8.3,2344,8.3,19.8,"=",310,1,0.1,616.4,1,63.4,0.1,102930,0.1,0.4,5.2,1.5,3.936,855.8,5602,30900,32.6,2.8,315832,20,2.9,535,1.2,17.2,0.5,0.5,1,1.2,2.3,21.2
"845","DEN-0.0","2012-08-07",81,7.07,1276,8.3,21.7,"=",910,-2,0.1,79.1,0.4,63.3,0.1,95540,0.1,0.1,3.5,0.3,1.576,253.8,5018,22360,6.2,2.9,NA,20,1.7,27,0.4,3.6,0.5,0.5,1,0.9,1.1,7
"846","DEN-0.0","2012-09-17",104,10.06,914,8.2,17,"=",480,1,0.1,96.8,0.4,45.1,0.1,67920,0.1,0.1,2.9,0.3,1.183,245.6,3542,15318,7.4,2.4,81520,20,1.2,24,0.4,3.4,0.5,0.5,1,0.6,1.1,6.2
"847","DEN-0.0","2012-10-15",115,11.9,719,8.1,13.2,"=",440,0,0.1,131.5,0.3,33.1,0.1,62540,0.1,0.2,4.7,0.8,3.418,225.6,4952,13506,7.1,2.4,58600,63,1.5,25,0.4,2.8,0.5,0.5,1,0.9,0.9,15.1
"848","DEN-0.0","2012-11-13",98,11.54,629,8.2,8.3,"=",2500,0,0.1,201,0.4,34.1,0.1,55360,0.1,0.3,6.6,1.4,5.34,336.8,3512,12698,19.9,3.5,48340,59,1.6,84,0.9,7.4,0.591,0.5,1,1,1.4,22.4
"849","DEN-0.8P1","2012-05-23",125,13.1,697,8.3,23.4,"=",640,-1,0.1,1840.6,1,63.4,0.1,81580,0.1,1.7,18.1,3.8,9.712,2752,7666,17350,114.2,3.4,54800,192.1,6,139,3.2,76,0.5,0.5,1,1.2,5.1,61.8
"850","DEN-0.8P1","2012-06-12",NA,17.01,763,8.9,27.6,"=",5800,1,0.1,629.2,1.1,50.5,0.1,60420,0.1,0.5,5.2,0.8,2.282,739.2,6610,20680,44.2,3.5,67140,81.4,2.2,56,0.8,26.4,0.5,0.5,1,1.4,3.4,15
"851","DEN-0.8P1","2012-07-10",125,10,846,9.2,29.4,"=",400,1,0.1,548.6,1.2,51.6,0.1,40460,0.1,0.6,8.9,0.9,2.916,649.2,12048,23700,32.7,5.6,93000,20,2.4,51,0.7,21.2,0.5,0.5,1,1.6,4.1,13.8
"852","DEN-0.8P1","2012-08-07",124,13.54,747,8.6,26.7,"=",280,-2,0.1,265.4,0.8,57.1,0.1,66580,0.1,0.4,8.8,0.7,1.644,409,10034,18684,22.6,5.1,52000,20,1.6,36,0.4,18,0.5,0.5,1,1.4,2.5,9.8
"853","DEN-0.8P1","2012-09-17",92,8.52,771,8,19,"=",910,1,0.1,1520.8,0.8,71.5,0.1,63800,0.1,0.9,4.8,2.1,2.926,1728.8,8324,14608,53.3,4.1,62800,98.5,3,73,1.4,52.2,0.5,0.5,1,1,3.7,21
"854","DEN-0.8P1","2012-10-15",112,11.6,741,8,13.7,"=",140,0,0.1,634,0.5,49.7,0.1,83680,0.1,0.6,7.3,1.3,4,808,12536,16688,25.7,3.7,42180,66.6,2.6,53,0.7,21.3,0.5,0.5,1,1.6,2.3,21.3
