"Point d'échantillonnage","Date","%OD","O2 (mg/L)","Conductivité (µs/cm2)","pH","Température (oC)","Signe COLI","COLI","MÉTÉO","Ag (µg/L)","Al (µg/L)","As (µg/L)","Ba (µg/L)","Be (µg/L)","Ca (µg/L)","Cd (µg/L)","Co (µg/L)","COT (µg/L)","Cr (µg/L)","Cu (µg/L)","Fe (µg/L)","K (µg/L)","Mg (µg/L)","Mn (µg/L)","Mo (µg/L)","Na (µg/L)","NH3 (µg/L)","Ni (µg/L)","Ptot (µg/L)","Pb (µg/L)","MES  (mg/L)","Sb (µg/L)","Se (µg/L)","Sn2 ug/L","U (µg/L)","V (µg/L)","Zn (µg/L)"
"TER-0.0","2011-09-19  11:30:34","103","10,04","687","8,3","16,4","=","140","1","0,1","77,8","0,3","31,6","0,1","52740","0,1","0,1","2,5","0,9","1,62","111,9","2636","13568","5,5","1,7","64940","21,1","0,8","58","0,2","2,4","0,5","0,5","1","0,7","1,1","5"
"TER-0.0","2011-11-07  12:15:50","100","11,31","744","8,2","9,8","=","430","0","0,1","50,1","0,4","32","0,1","59740","0,1","0,1","2,6","0,6","1,552","78,5","2842","14088","4","2,9","88180","20","1","75","0,2","1,1","0,5","0,5","1","0,8","0,8","13,1"
"TER-0.0","2011-11-21  12:17:58","104","12,52","460","8,4","7,3","=","230","1","0,1","270","0,4","24,5","0,1","37080","0,1","0,2","4,3","1","1,7","340,8","2066","8872","12,4","1,2","35000","20","1","48","0,4","3,6","0,5","0,5","1","0,5","1,1","11,6"
"TER-0.6","2011-05-10  13:25:01","76","8,16","1512","7,9","11,5","<","10","1","0,1","23,6","0,2","59,1","0,1","105268","0,1","0,1","3,1","0,3","2,042","39,2","3698","27440","1,3","1,8","138264","20","1,2","40","0,4","0,5","0,5","0,5","1","2,1","0,9","10,3"
"TER-0.6","2011-06-08  10:55:59",,,"881","7,5","15,9","=","27","1","0,1","348,2","0,5","44,5","0,1","72420","0,1","0,3","3","1,1","4,174","427,8","3510","17996","20,5","1,9","79440","111,7","2,7","110","1,2","16,6","0,5","0,5","1","0,9","1,7","21,3"
"TER-0.6","2011-06-27  12:19:48","63","5,95","578","7,9","18","=","140","-2","0,1","147,6","0,5","32,6","0,1","58400","0,1","0,1","2,5","0,5","2,268","198,1","2474","11796","11,8","1,4","44720","20","1,3","63","0,6","2,5","0,5","0,5","1","0,5","1,5","9"
"TER-0.6","2011-08-29  11:42:18","91","8,66","917","8,1","17,5","=","1500","0","0,1","891","0,5","51,1","0,1","72300","0,1","0,6","3,2","3,8","5,84","1014,6","3890","20600","20,1","4,2","59480","20","3","60","1","19,6","0,5","0,5","1","2","2,7","15,7"
"TER-0.6","2011-09-19  11:11:19","90","8,81","566","8,3","16","=","210","1","0,1","173,5","0,3","28,3","0,1","47120","0,1","0,1","2,5","1,1","2,03","229,6","2364","11934","9,3","1,5","40600","20","0,9","69","0,6","8,6","0,5","0,5","1","0,6","1,3","8"
"TER-0.6","2011-11-07  11:58:14","74","8,39","645","8,2","9,9","=","390","0","0,1","54,7","0,4","28,5","0,1","54600","0,1","0,1","2,3","0,6","1,684","75,5","2552","12346","3,3","3","55560","20","0,9","86","0,2","1,3","0,5","0,5","1","0,7","0,8","5,1"
"TER-0.6","2011-11-21  11:52:18","79","9,36","566","8,5","7,9","=","210","1","0,1","60,1","0,4","26,8","0,1","53460","0,1","0,1","2,3","0,7","1,5","79,2","2696","12136","2,7","1,7","40900","20","0,9","67","0,2","3,4","0,5","0,5","1","0,6","0,9","5,8"
