"Point d'échantillonnage","Date","Température (oC)","Conductivité (µs/cm2)","pH","Signe","Coliformes fécaux (colonies/100mL)"
"LSL-20","2011-07-20  14:13:07","25,7","94","7,9","=","7"
"LSL-20","2011-08-01  14:40:03","26,8","90","7,9","=","92"
"LSL-20","2011-06-07  15:26:43","20,5","94","8,1","=","2"
"LSL-20","2011-06-29  14:06:56","21,5","87","7,7","=","230"
"LSL-20","2011-08-16  14:14:23","25,2","108","8,2","=","20"
"LSL-20","2011-09-06  14:41:31","22,2","115","7,8","=","72"
"LSL-20","2011-05-16  14:15:00","11,2","126","7,8","=","72"
"LSL-20","2011-07-26  14:36:01","25,5","101","7,5","=","120"
"LSL-20","2011-08-10  14:10:56","25,1","92","8","=","27"
"LSL-20","2011-08-22  15:32:56","23,4","107","7,9","=","27"
"LSL-20","2011-08-31  15:45:56","21,7","93","8,4","=","28"
"LSL-20","2011-09-21  15:34:07","19,3","106","8,4","=","16"
"LSL-20","2011-09-27  15:18:00","20,9","112","8,5","=","50"
"LSL-20","2011-05-23  16:25:00","15,7","143","7,9","=","16"
"LSL-20","2011-06-01  16:22:03","17,7","112","7,7","=","10"
"LSL-20","2011-07-05  15:37:30","24,3","112","7,9","=","160"
"LSL-20","2011-09-12  16:17:45","22,3","114","8,8","=","25"
"LSL-20","2011-06-15  15:57:20","21","98","7,8","=","74"
"LSL-20","2011-06-20  15:59:15","22,4","97","8,1","=","54"
"LSL-20.5","2011-06-07  15:32:16","22,2","90","7,9","=","2"
"LSL-20.5","2011-06-29  14:12:12","21,4","90","7,6","=","100"
"LSL-20.5","2011-07-11  15:44:23","24,3","89","7,9","=","5"
"LSL-20.5","2011-07-20  14:18:35","26,1","84","8","=","5"
"LSL-20.5","2011-08-01  14:45:16","26,6","79","8","=","7"
"LSL-20.5","2011-05-16  14:26:00","10,9","105","7,9","=","81"
"LSL-20.5","2011-08-16  14:18:53","25,8","85","8,2","=","50"
"LSL-20.5","2011-09-06  14:46:56","22,6","98","7,9","=","58"
"LSL-20.5","2011-05-23  16:31:00","15,7","119","7,8","=","10"
"LSL-20.5","2011-06-01  16:27:02","19,1","103","7,8","=","54"
"LSL-20.5","2011-07-26  14:41:41","25,1","82","7,7","=","7"
"LSL-20.5","2011-08-10  14:16:05","25","92","7,9","=","10"
"LSL-20.5","2011-08-22  15:37:18","23","87","7,9","=","25"
"LSL-20.5","2011-08-31  15:53:04","21,7","89","8,2","=","31"
"LSL-20.5","2011-09-21  15:40:09","18,7","99","8,2","=","11"
"LSL-20.5","2011-09-27  15:23:00","19,9","96","8,2","=","2"
"LSL-20.5","2011-06-15  16:04:59","22,4","81","7,8","=","28"
"LSL-20.5","2011-06-20  16:04:49","23,8","81","8,1","=","21"
"LSL-20.5","2011-07-05  15:43:13","24,9","103","7,8","=","15"
"LSL-20.5","2011-09-12  16:22:28","22,7","97","8,5","=","25"
"LSL-21","2011-06-07  15:50:42","22,9","104","8,3","=","350"
"LSL-21","2011-06-29  14:22:08","19,7","278","7,6","=","320"
"LSL-21","2011-07-11  15:54:08","25,4","130","9","=","82"
"LSL-21","2011-07-20  14:28:23","23,7","316","7,9","<","2"
"LSL-21","2011-08-01  15:00:56","30,4","131","8,9","=","140"
"LSL-21","2011-05-16  14:31:00","10,8","143","7,8","=","260"
"LSL-21","2011-07-26  14:57:48","21,4","527","7,9","=","6100"
"LSL-21","2011-08-16  14:30:54","28,7","248","8,6","=","180"
"LSL-21","2011-09-06  14:59:29","20,8","929","7,9","=","3100"
"LSL-21","2011-05-23  16:50:00","15,8","129","8","=","34"
"LSL-21","2011-06-01  16:45:13","19,1","223","7,9","=","2500"
"LSL-21","2011-08-10  14:29:48","26","480","8,1","=","250"
"LSL-21","2011-08-22  15:48:27","23","117","8,7","=","1800"
"LSL-21","2011-08-31  16:08:23","24,8","194","9,4","=","380"
"LSL-21","2011-09-21  15:53:27","22,7","539","8,2","=","490"
"LSL-21","2011-09-27  15:35:00","24,1","936","7,7","=","3"
"LSL-21","2011-06-15  16:15:10","26,1","125","8,1","=","2300"
"LSL-21","2011-06-20  16:17:52","25,8","105","8,7","=","570"
"LSL-21","2011-07-05  15:57:05","27,6","122","8,3","=","15"
"LSL-21","2011-09-12  16:39:28","24,7","217","9,1","=","54"
"LSL-3","2011-06-07  10:58:35","18","194","8,7","=","5"
"LSL-3","2011-06-29  10:24:26","20,5","212","8","=","600"
"LSL-3","2011-07-11  11:26:48","24,9","230","8,9","=","12"
"LSL-3","2011-07-20  10:25:22","25,1","241","8,7","=","2700"
"LSL-3","2011-08-01  10:33:35","24,8","243","8,8","=","42"
"LSL-3","2011-05-16  10:39:00","10,8","138","8","=","45"
"LSL-3","2011-09-06  10:35:38","20,3","280","8,2","=","110"
"LSL-3","2011-05-23  11:38:00","16","153","8,1","=","66"
"LSL-3","2011-06-01  11:44:46","17,6","195","8","=","380"
"LSL-3","2011-07-26  10:43:12","24,3","219","8,8","=","200"
"LSL-3","2011-08-10  10:14:10","22,6","279","8,2","=","370"
"LSL-3","2011-08-22  11:42:50","21","293","8,3","=","570"
"LSL-3","2011-08-31  11:18:20","22","260","8,9","=","40"
"LSL-3","2011-09-21  11:10:13","20,6","179","9,5","=","25"
"LSL-3","2011-09-27  10:46:32","21,1","270","9","<","2"
"LSL-3","2011-06-15  12:24:01","21,7","206","8,7","=","13"
"LSL-3","2011-06-20  11:47:30","22,5","266","8,9","=","13"
"LSL-3","2011-07-05  11:05:57","23,5","254","8,4","=","31"
"LSL-3","2011-08-16  10:36:54","24,3","232","9","=","45"
"LSL-3","2011-09-12  12:51:49","23","191","9","=","46"
"LSL-4","2011-06-07  11:05:35","17,5","211","8,4","=","23"
"LSL-4","2011-06-29  10:32:09","20,5","227","8","=","140"
"LSL-4","2011-07-11  11:35:10","24,6","236","9","=","34"
"LSL-4","2011-07-20  10:31:51","25,3","251","8,7","=","430"
"LSL-4","2011-08-01  10:40:14","25,3","247","8,9","=","26"
"LSL-4","2011-05-16  10:44:00","10,6","177","7,9","=","140"
"LSL-4","2011-09-06  10:43:44","20","319","8,2","=","1400"
"LSL-4","2011-05-23  11:45:00","15,6","168","8","=","72"
"LSL-4","2011-06-01  11:51:54","18,7","225","8,1","=","430"
"LSL-4","2011-07-26  10:51:14","24,5","225","9","=","25"
"LSL-4","2011-08-10  10:21:58","22,8","298","8,1","=","510"
"LSL-4","2011-08-22  11:50:49","21,1","351","8,3","=","460"
"LSL-4","2011-08-31  11:27:04","22,8","206","9,2","=","46"
"LSL-4","2011-09-21  11:19:56","20,4","197","9,4","=","20"
"LSL-4","2011-09-27  10:53:10","20,8","297","8,8","=","5"
"LSL-4","2011-06-15  12:30:44","21,7","234","8,7","=","31"
"LSL-4","2011-06-20  11:55:31","22,2","283","8,8","=","20"
"LSL-4","2011-07-05  11:12:06","23,6","267","8,7","=","66"
"LSL-4","2011-08-16  10:43:54","24,6","226","9,1","=","56"
"LSL-4","2011-09-12  12:59:45","24,4","143","9,2","=","110"
"LSL-4.3","2011-06-07  11:15:34","17,3","218","8,2","=","23"
"LSL-4.3","2011-06-29  10:41:08","20,4","220","8,1","=","78"
"LSL-4.3","2011-07-11  11:45:13","23,5","230","8,6","=","13"
"LSL-4.3","2011-07-20  10:39:47","24,5","260","8,5","=","44"
"LSL-4.3","2011-08-01  10:48:57","24,8","234","8,7","=","20"
"LSL-4.3","2011-05-16  10:52:00","8,9","577","7,8","=","2200"
"LSL-4.3","2011-09-06  10:54:17","21","246","8,3","=","88"
"LSL-4.3","2011-05-23  11:58:00","15,1","205","7,9","=","310"
"LSL-4.3","2011-06-01  12:37:15","17,4","248","7,8","=","220"
"LSL-4.3","2011-07-26  11:01:24","24","233","8,5","=","42"
"LSL-4.3","2011-08-10  10:30:54","23","283","8,2","=","250"
"LSL-4.3","2011-08-22  12:00:11","21,6","304","8,4","=","420"
"LSL-4.3","2011-08-31  11:38:18","21","209","8,9","=","38"
"LSL-4.3","2011-09-21  11:30:37","18,3","203","8,8","=","34"
"LSL-4.3","2011-09-27  11:02:21","20,3","268","8,9","=","5"
"LSL-4.3","2011-06-15  12:41:04","19","222","8,3","=","25"
"LSL-4.3","2011-06-20  12:06:17","20,2","284","8,7","=","8"
"LSL-4.3","2011-07-05  11:22:11","22,5","262","8,4","=","34"
"LSL-4.3","2011-08-16  10:53:07","23,5","208","8,8","=","40"
"LSL-4.3","2011-09-12  13:09:16","22,2","190","9","=","44"
"LSL-4.5","2011-06-07  11:23:13","17,5","195","8,2","=","20"
"LSL-4.5","2011-06-29  10:46:24","20,6","205","8","=","68"
"LSL-4.5","2011-07-11  11:52:45","23,6","219","8,7","=","7"
"LSL-4.5","2011-07-20  10:45:28","24,6","240","8,6","=","41"
"LSL-4.5","2011-08-01  10:56:58","25,8","227","8,9","=","13"
"LSL-4.5","2011-05-16  10:56:00","10,9","105","8,2","=","36"
"LSL-4.5","2011-09-06  11:01:34","21,3","230","8,4","=","84"
"LSL-4.5","2011-05-23  12:07:00","16,1","146","8,2","=","31"
"LSL-4.5","2011-06-01  12:46:12","17,8","188","8","=","58"
"LSL-4.5","2011-07-26  11:11:43","24,6","208","9,2","=","11"
"LSL-4.5","2011-08-10  10:40:13","24,5","253","8,5","=","220"
"LSL-4.5","2011-08-22  12:08:00","22","244","8,5","=","110"
"LSL-4.5","2011-08-31  11:46:24","21,4","195","8,9","=","16"
"LSL-4.5","2011-09-21  11:38:57","18,8","160","9","=","44"
"LSL-4.5","2011-09-27  11:09:13","20,8","256","9","=","5"
"LSL-4.5","2011-06-15  12:50:00","19","202","8,3","=","10"
"LSL-4.5","2011-06-20  12:15:46","21,7","254","9,1","=","10"
"LSL-4.5","2011-07-05  11:29:10","22,5","249","8,3","=","21"
"LSL-4.5","2011-08-16  11:01:28","23,7","197","8,7","=","40"
"LSL-4.5","2011-09-12  13:16:41","22,5","176","9,1","=","13"
"LSL-5","2011-06-07  12:18:31","17,4","194","8,3","=","16"
"LSL-5","2011-06-29  10:53:38","20,4","210","8","=","110"
"LSL-5","2011-07-11  12:33:01","24","223","8,8","=","39"
"LSL-5","2011-07-20  10:56:50","24,6","242","8,6","=","230"
"LSL-5","2011-08-01  11:07:39","25,2","235","8,7","=","20"
"LSL-5","2011-05-16  11:06:00","10,8","115","8,1","=","63"
"LSL-5","2011-09-06  11:10:25","21,6","232","8,5","=","110"
"LSL-5","2011-05-23  12:15:00","15","139","8","=","31"
"LSL-5","2011-06-01  12:59:41","17,3","185","7,9","=","25"
"LSL-5","2011-07-26  11:43:32","24,4","209","8,6","=","20"
"LSL-5","2011-08-10  10:51:46","23,6","256","8,4","=","200"
"LSL-5","2011-08-22  12:18:38","22,2","260","8,6","=","150"
"LSL-5","2011-08-31  11:56:00","21,9","204","8,9","=","26"
"LSL-5","2011-09-21  11:48:58","20,1","164","9,4","=","28"
"LSL-5","2011-09-27  11:33:18","23,4","253","9,5","=","11"
"LSL-5","2011-06-15  12:56:48","19,2","200","8,4","=","11"
"LSL-5","2011-06-20  12:54:46","20,7","255","8,6","=","10"
"LSL-5","2011-07-05  11:37:42","22,9","253","8,3","=","44"
"LSL-5","2011-08-16  11:10:20","24,1","200","9","=","66"
"LSL-5","2011-09-12  13:25:25","23,5","180","9,3","=","31"
"LSL-5.5","2011-06-07  12:26:18","17,6","210","8,2","=","44"
"LSL-5.5","2011-06-29  10:59:32","20,5","235","8","=","15"
"LSL-5.5","2011-07-11  12:57:11","24","273","8,8","=","8"
"LSL-5.5","2011-07-20  11:05:47","24,5","255","8,6","=","16"
"LSL-5.5","2011-08-01  11:15:06","25,1","250","8,7","=","23"
"LSL-5.5","2011-05-16  11:11:00","10,9","166","8","=","63"
"LSL-5.5","2011-09-06  11:18:14","21","243","8,4","=","72"
"LSL-5.5","2011-05-23  12:23:00","15,4","158","8","=","38"
"LSL-5.5","2011-06-01  13:07:19","17,4","222","7,9","=","98"
"LSL-5.5","2011-07-26  11:52:00","24,3","219","8,6","=","11"
"LSL-5.5","2011-08-10  11:01:24","23,5","273","8,3","=","250"
"LSL-5.5","2011-08-22  12:27:46","22,1","268","8,4","=","170"
"LSL-5.5","2011-08-31  12:04:10","21,2","226","8,9","=","11"
"LSL-5.5","2011-09-21  12:00:04","18,8","162","9,1","=","28"
"LSL-5.5","2011-09-27  11:41:13","20,3","291","8,9","=","10"
"LSL-5.5","2011-06-15  13:03:07","19,4","234","8,4","=","25"
"LSL-5.5","2011-06-20  13:02:44","20,7","286","8,6","=","16"
"LSL-5.5","2011-07-05  11:51:07","23,2","282","8,5","=","18"
"LSL-5.5","2011-08-16  11:19:33","23,3","225","8,7","=","66"
"LSL-5.5","2011-09-12  13:33:58","22,3","205","9","=","30"
"LSL-5.75","2011-06-07  12:34:20","19","183","8,3","=","2"
"LSL-5.75","2011-06-29  11:10:42","20,6","210","8","=","21"
"LSL-5.75","2011-07-11  13:06:32","24,6","237","8,3","=","10"
"LSL-5.75","2011-07-20  11:14:29","25","240","8,3","=","21"
"LSL-5.75","2011-08-01  11:22:35","25,5","249","8,6","=","21"
"LSL-5.75","2011-05-16  11:18:00","11,4","144","8","=","18"
"LSL-5.75","2011-09-06  11:27:45","21,6","254","8,2","=","68"
"LSL-5.75","2011-05-23  12:33:00","15,5","148","8,1","=","48"
"LSL-5.75","2011-06-01  13:16:17","19,9","203","8,1","=","310"
"LSL-5.75","2011-07-26  12:00:46","24,5","206","8,4","=","7"
"LSL-5.75","2011-08-10  11:10:09","23,9","253","8,4","=","100"
"LSL-5.75","2011-08-22  12:37:52","22,6","243","8,3","=","500"
"LSL-5.75","2011-08-31  12:12:55","21,5","194","8,7","=","5"
"LSL-5.75","2011-09-21  12:11:27","18,5","130","8,4","=","30"
"LSL-5.75","2011-09-27  11:52:24","20,3","255","8,3","=","13"
"LSL-5.75","2011-06-15  13:13:06","20","191","8,3","=","7"
"LSL-5.75","2011-06-20  13:11:23","22,1","261","8,6","=","3"
"LSL-5.75","2011-07-05  12:15:56","24,1","237","8,2","=","66"
"LSL-5.75","2011-08-16  11:28:56","24,2","212","8,4","=","44"
"LSL-5.75","2011-09-12  13:42:03","22,1","171","8,6","=","16"
"LSL-6","2011-06-07  12:42:50","19,3","244","8,6","=","2"
"LSL-6","2011-06-29  11:17:20","20,5","226","8","=","56"
"LSL-6","2011-07-11  13:17:36","24,1","237","8,8","=","16"
"LSL-6","2011-07-20  11:20:50","25,3","248","8,7","=","130"
"LSL-6","2011-08-01  11:29:36","26,1","249","8,9","=","7"
"LSL-6","2011-09-06  11:36:03","22,2","278","8,7","=","160"
"LSL-6","2011-05-16  11:23:00","10,9","181","8","=","350"
"LSL-6","2011-07-26  12:12:14","24,7","192","8,6","=","3"
"LSL-6","2011-08-10  11:17:01","23,8","243","8,4","=","1700"
"LSL-6","2011-08-22  12:45:21","21,7","376","8,3","=","1000"
"LSL-6","2011-08-31  12:20:37","22,7","295","8,9","=","130"
"LSL-6","2011-09-21  12:20:28","20,4","579","9,3","=","56"
"LSL-6","2011-09-27  11:59:54","21,7","411","9,3","=","8"
"LSL-6","2011-05-23  12:41:00","16,7","167","8,2","=","52"
"LSL-6","2011-06-01  13:26:31","18","195","8,2","=","41"
"LSL-6","2011-06-15  13:24:31","22,6","262","8,8","=","60"
"LSL-6","2011-06-20  13:20:01","21,8","325","8,8","=","3"
"LSL-6","2011-07-05  12:24:34","24,1","380","8,6","=","28"
"LSL-6","2011-08-16  11:37:21","24,2","273","8,7","=","18"
"LSL-6","2011-09-12  13:49:22","22,3","273","9","=","50"
"LSL-6.5","2011-06-07  12:50:31","18,8","185","8,4","=","8"
"LSL-6.5","2011-06-29  11:22:52","20,5","215","8","=","86"
"LSL-6.5","2011-07-11  13:25:55","24,1","232","8,7","=","170"
"LSL-6.5","2011-07-20  11:26:41","24,8","226","8,6","=","48"
"LSL-6.5","2011-08-01  11:37:54","25,8","237","8,9","=","16"
"LSL-6.5","2011-05-16  11:30:00","11","117","8","=","130"
"LSL-6.5","2011-09-06  11:42:47","21,4","218","8,4","=","98"
"LSL-6.5","2011-05-23  12:48:00","15,8","139","8,1","=","78"
"LSL-6.5","2011-06-01  13:33:16","17,2","188","8","=","31"
"LSL-6.5","2011-07-26  12:20:00","24,5","191","8,6","=","8"
"LSL-6.5","2011-08-10  11:23:15","23,2","227","8,3","=","1400"
"LSL-6.5","2011-08-22  12:51:52","21,7","213","8,2","=","1400"
"LSL-6.5","2011-08-31  12:27:42","21,3","204","8,9","=","110"
"LSL-6.5","2011-09-21  12:28:14","18,9","130","8,8","=","50"
"LSL-6.5","2011-09-27  12:05:46","20,3","238","9","=","7"
"LSL-6.5","2011-06-15  13:32:11","22,1","187","8,5","=","30"
"LSL-6.5","2011-06-20  13:28:15","21,1","241","8,7","=","7"
"LSL-6.5","2011-07-05  12:34:30","24,2","249","8,5","=","34"
"LSL-6.5","2011-08-16  11:43:54","23,7","202","8,7","=","570"
"LSL-6.5","2011-09-12  13:55:44","21,9","193","8,9","=","190"
"LSL-7","2011-06-07  12:59:54","19,7","169","8,9","=","7"
"LSL-7","2011-06-29  11:29:00","20,8","224","8","=","1300"
"LSL-7","2011-07-11  13:34:11","24,8","247","8,9","=","320"
"LSL-7","2011-07-20  11:35:45","25,5","236","8,8","=","600"
"LSL-7","2011-08-01  11:45:35","26,3","246","9","=","34"
"LSL-7","2011-05-16  11:35:00","10,7","217","7,9","=","280"
"LSL-7","2011-09-06  11:51:32","21,7","229","8,6","=","220"
"LSL-7","2011-05-23  12:59:00","17,4","152","8,5","=","180"
"LSL-7","2011-06-01  13:45:32","20","244","8,2","=","1100"
"LSL-7","2011-07-26  12:28:39","24,9","218","8,7","=","36"
"LSL-7","2011-08-10  11:31:45","23,4","293","8,2","=","4200"
"LSL-7","2011-08-22  12:59:47","21,9","337","8,2","=","4300"
"LSL-7","2011-08-31  12:37:23","22,5","219","9","<","10"
"LSL-7","2011-09-21  12:36:17","19,7","169","8,9","=","60"
"LSL-7","2011-09-27  12:13:27","21,9","185","9,2","<","2"
"LSL-7","2011-06-15  13:41:57","22","187","9,2","=","21"
"LSL-7","2011-06-20  13:37:45","22,3","244","9,1","=","64"
"LSL-7","2011-07-05  12:47:49","25,2","257","9","=","31"
"LSL-7","2011-08-16  11:51:54","25,2","212","9","=","260"
"LSL-7","2011-09-12  14:06:36","23,7","277","8,9","=","240"
"LSL-8","2011-06-07  13:10:49","21,4","146","8,5","=","3"
"LSL-8","2011-06-29  11:37:58","20,9","216","8","=","350"
"LSL-8","2011-07-11  13:45:18","23,8","235","8,9","=","3"
"LSL-8","2011-07-20  11:44:33","25,2","227","8,9","=","330"
"LSL-8","2011-08-01  11:55:49","25,6","249","9","=","7"
"LSL-8","2011-05-16  12:44:00","10,7","137","8,2","=","120"
"LSL-8","2011-09-06  12:08:10","21,6","242","8,7","=","68"
"LSL-8","2011-05-23  13:07:00","17,7","147","8,2","=","74"
"LSL-8","2011-06-01  13:54:56","19","191","8,1","=","44"
"LSL-8","2011-07-26  12:37:47","24,9","192","8,8","<","2"
"LSL-8","2011-08-10  11:42:26","24,3","255","8,5","=","76"
"LSL-8","2011-08-22  13:09:44","22,9","214","8,4","=","18"
"LSL-8","2011-08-31  12:47:45","22,2","230","9,1","=","13"
"LSL-8","2011-09-21  12:47:24","18,9","123","8,2","=","82"
"LSL-8","2011-09-27  12:23:33","20,7","183","9,3","<","2"
"LSL-8","2011-06-15  13:52:49","21,9","199","8,4","=","8"
"LSL-8","2011-06-20  13:46:59","21,1","246","8,8","<","2"
"LSL-8","2011-07-05  13:33:21","23","242","8,7","=","10"
"LSL-8","2011-08-16  12:00:59","24,2","204","8,9","=","28"
"LSL-8","2011-09-12  14:16:15","22,4","190","9","=","13"
"LSL-9","2011-06-07  13:21:32","18,3","172","8,4","=","3"
"LSL-9","2011-06-29  11:46:47","20,6","193","8,1","=","31"
"LSL-9","2011-07-11  13:55:17","23,7","206","8,8","=","21"
"LSL-9","2011-07-20  12:25:44","24,8","253","8,7","=","23"
"LSL-9","2011-08-01  12:49:55","25,8","223","8,9","=","46"
"LSL-9","2011-05-16  12:54:00","10,6","105","8","=","140"
"LSL-9","2011-09-06  12:18:13","22,2","162","8,8","=","23"
"LSL-9","2011-05-23  13:19:00","15,7","124","8,1","=","42"
"LSL-9","2011-06-01  14:09:44","18,4","149","8,2","=","250"
"LSL-9","2011-07-26  12:47:21","24,8","179","8,7","=","16"
"LSL-9","2011-08-10  12:26:41","24,2","244","8,4","=","490"
"LSL-9","2011-08-22  13:41:12","22,6","223","8,6","=","220"
"LSL-9","2011-08-31  13:44:00","22","168","9","=","7"
"LSL-9","2011-09-21  13:27:37","19,7","121","8,9","=","41"
"LSL-9","2011-09-27  13:17:56","20,6","268","9","=","3"
"LSL-9","2011-06-15  14:06:33","19,3","184","8,2","=","3"
"LSL-9","2011-06-20  13:59:23","20,6","246","8,8","=","270"
"LSL-9","2011-07-05  13:45:04","22,9","257","8,3","=","3"
"LSL-9","2011-08-16  12:38:28","23,9","168","8,8","=","54"
"LSL-9","2011-09-12  14:25:09","22,5","174","9,1","=","39"
"RDP-100","2011-06-06  10:51:22","19,4","90","7,8","=","18"
"RDP-100","2011-06-28  10:19:28","22,5","79","7,6","=","98"
"RDP-100","2011-07-19  10:47:17","24,8","87","7,8","=","26"
"RDP-100","2011-08-25  09:55:59","22,3","105","8","=","210"
"RDP-100","2011-05-31  11:00:14","17,6","103","7,8","=","42"
"RDP-100","2011-06-13  10:48:42","18,7","82","7,9","=","230"
"RDP-100","2011-09-15  09:50:30","18,7","97","7,8","=","1000"
"RDP-100","2011-05-17  11:31:54","10,5","94","8","=","36"
"RDP-100","2011-06-22  10:43:43","22,5","82","8,1","=","41"
"RDP-100","2011-07-04  10:35:02","24,1","100","7,8","=","900"
"RDP-100","2011-05-25  10:39:39","15,4","110","7,9","=","30"
"RDP-100","2011-07-13  10:11:26","24,5","87","7,7","=","36"
"RDP-100","2011-07-28  10:14:35","25,1","82","8","=","52"
"RDP-100","2011-08-04  09:33:03","23,1","89","7,8","=","20"
"RDP-100","2011-08-11  09:51:46","22,7","91","7,8","=","210"
"RDP-100","2011-08-18  09:48:49","24","95","9,3","=","74"
"RDP-100","2011-09-01  09:58:14","21","105","8,2","=","500"
"RDP-100","2011-09-08  10:12:02","20,2","106","8,5","=","120"
"RDP-100","2011-09-22  10:06:18","19,5","113","7,5","=","140"
"RDP-100","2011-09-28  13:12:34","20,7","94","8,7","=","250"
"RDP-110","2011-06-06  11:02:10","18","88","7,5","=","18"
"RDP-110","2011-06-28  10:29:44","21,7","74","7,7","=","15"
"RDP-110","2011-07-19  10:57:00","24,7","83","7,8","=","12"
"RDP-110","2011-08-25  10:06:25","22,3","87","8","=","8"
"RDP-110","2011-05-31  11:09:35","16,5","98","7,7","=","10"
"RDP-110","2011-06-13  10:59:10","18,8","79","7,9","=","25"
"RDP-110","2011-09-15  09:59:37","19,8","94","7,8","=","28"
"RDP-110","2011-05-17  11:41:21","10,6","88","7,9","<","10"
"RDP-110","2011-06-22  10:54:11","21,5","76","7,8","=","10"
"RDP-110","2011-07-04  10:45:30","23","98","7,9","=","56"
"RDP-110","2011-05-25  10:49:46","14,9","106","7,8","=","2"
"RDP-110","2011-07-13  10:20:44","24,1","84","7,6","<","2"
"RDP-110","2011-07-28  10:22:36","25","76","8","=","13"
"RDP-110","2011-08-04  09:41:30","23,8","83","7,8","=","2"
"RDP-110","2011-08-11  09:59:46","23,2","75","7,9","=","13"
"RDP-110","2011-08-18  10:01:58","24,1","80","7,9","=","7"
"RDP-110","2011-09-01  10:07:00","21,5","86","8,2","=","36"
"RDP-110","2011-09-08  10:21:07","20,8","89","8","=","2"
"RDP-110","2011-09-22  10:14:55","19,6","102","8,1","=","3"
"RDP-110","2011-09-28  13:27:49","19,7","87","7,4","=","78"
"RDP-120","2011-06-06  11:09:15","18,5","88","7,6","=","8"
"RDP-120","2011-06-28  10:37:29","22,6","75","7,6","=","23"
"RDP-120","2011-07-19  11:02:18","25","84","7,8","=","31"
"RDP-120","2011-08-25  11:43:44","22,2","93","7,9","=","3200"
"RDP-120","2011-05-31  11:17:41","17","99","7,7","=","11"
"RDP-120","2011-06-13  11:08:21","18,7","80","7,8","=","50"
"RDP-120","2011-09-15  11:56:40","19,7","92","7,7","=","370"
"RDP-120","2011-06-22  11:03:16","22,1","77","7,8","=","10"
"RDP-120","2011-07-04  10:53:02","23,5","98","7,7","=","84"
"RDP-120","2011-05-17  11:50:39","10,6","89","7,9","=","36"
"RDP-120","2011-07-13  10:27:39","24,6","85","7,7","=","15"
"RDP-120","2011-07-28  12:07:24","25,6","75","8","=","260"
"RDP-120","2011-08-04  11:32:17","24","85","8","=","1400"
"RDP-120","2011-08-11  11:44:25","23,6","85","8,1","=","91"
"RDP-120","2011-08-18  11:59:35","25,5","95","8,6","=","82"
"RDP-120","2011-09-01  12:06:44","23,9","207","9","=","410"
"RDP-120","2011-09-08  12:08:46","21,3","96","8,1","=","2000"
"RDP-120","2011-09-22  12:04:39","19,6","105","8","=","250"
"RDP-120","2011-09-28  15:59:37","20,7","91","8,2","=","370"
"RDP-120","2011-05-25  10:57:45","15,2","107","7,8","=","30"
"RDP-140","2011-06-06  11:21:31","18,6","91","7,7","=","210"
"RDP-140","2011-06-28  11:00:22","22,3","83","7,5","=","490"
"RDP-140","2011-07-19  11:12:22","24,7","89","7,7","=","560"
"RDP-140","2011-07-25  08:41:19","23,5","94","8","=","2200"
"RDP-140","2011-09-26  08:46:48","17,1","303","8","=","3000"
"RDP-140","2011-05-31  11:26:38","17,5","108","7,7","=","130"
"RDP-140","2011-06-13  11:19:39","18,3","107","7,6","=","5700"
"RDP-140","2011-09-05  08:09:54","21","387","7,4","=","5100"
"RDP-140","2011-05-17  12:30:01","10,6","129","7,9","=","140"
"RDP-140","2011-06-22  11:14:33","22,6","94","7,8","=","370"
"RDP-140","2011-07-04  11:04:31","23,7","103","7,8","=","2600"
"RDP-140","2011-08-03  08:44:55","21,7","150","7,5","=","580"
"RDP-140","2011-08-15  08:55:13","21,8","99","7,1","=","2700"
"RDP-140","2011-08-30  08:55:50","17,6","468","8",">","6000"
"RDP-140","2011-09-14  08:51:33","18","131","7,6","=","2100"
"RDP-140","2011-09-20  08:48:25","15,6","316","7,7","=","27000"
"RDP-140","2011-05-25  11:10:56","15,4","126","7,7","=","200"
"RDP-140","2011-07-13  10:39:00","23,9","90","7,6","=","500"
"RDP-140","2011-08-09  10:04:16","23","153","7,2","=","2700"
"RDP-140","2011-08-24  08:48:45","19,5","347","8,3","=","9000"
"RDP-150","2011-06-06  11:30:34","18,4","89","7,7","=","210"
"RDP-150","2011-06-28  11:10:05","22,3","78","7,6","=","370"
"RDP-150","2011-07-19  11:19:38","25,1","89","7,9","=","320"
"RDP-150","2011-07-25  08:53:00","24,7","94","8","=","500"
"RDP-150","2011-09-26  09:01:51","19,7","98","8,1","=","18"
"RDP-150","2011-05-31  11:35:00","17","101","7,8","=","48"
"RDP-150","2011-06-13  11:34:35","18,5","82","7,8","=","1300"
"RDP-150","2011-09-05  08:18:36","22,3","107","7,9","=","580"
"RDP-150","2011-05-17  12:39:29","10,6","98","7,9","=","63"
"RDP-150","2011-06-22  11:22:51","22,6","79","7,9","=","130"
"RDP-150","2011-07-04  11:12:37","23,7","101","7,7","=","1600"
"RDP-150","2011-08-03  08:53:08","23,2","102","7,9","=","90"
"RDP-150","2011-08-15  09:06:18","23,5","91","7,6","=","1800"
"RDP-150","2011-08-30  09:05:44","19,6","92","8,4","=","110"
"RDP-150","2011-09-14  08:57:46","20","100","7,9","=","480"
"RDP-150","2011-09-20  08:56:46","16,9","106","8,2","=","1500"
"RDP-150","2011-05-25  11:19:33","15,2","128","7,7","=","94"
